Building_Name_English,Building_Name_Traditional_Chinese,Address_English,Address_Traditional_Chinese,COCR_No,BEC_Edition,Issue_Date,Expiry_Date,Remark,Easting,Latitude,Longitude,Northing
"Mau Chuen House","茂泉樓","1 Pok Chuen Street, Sha Tin, N.T.","新界沙田博泉街1號","34-01981","2012",2017-08-04,2027-08-03,"","838495","22.37333","114.1985","826016"
"Lam Chuen House","林泉樓","1 Pok Chuen Street, Sha Tin, N.T.","新界沙田博泉街1號","34-01982","2012",2017-08-04,2027-08-03,"","838495","22.37333","114.1985","826016"
"Shou Chuen House","修泉樓","1 Pok Chuen Street, Sha Tin, N.T.","新界沙田博泉街1號","34-01983","2012",2017-08-04,2027-08-03,"","838533","22.37325","114.19886","826007"
"Chuk Chuen House","竹泉樓","1 Pok Chuen Street, Sha Tin, N.T.","新界沙田博泉街1號","34-01984","2012",2017-08-04,2027-08-03,"","838495","22.37333","114.1985","826016"
"Carport","停車場","1 Pok Chuen Street, Sha Tin, N.T.","新界沙田博泉街1號","34-01985","2012",2017-08-04,2027-08-03,"","836532","22.31206","114.17943","819231"
"Shan Chuen House","山泉樓","Pok Chuen Street, Sha Tin, N.T.","新界沙田博泉街","34-01980","2012",2017-08-10,2027-08-09,"","838578","22.37144","114.19931","825806"
"Shan Chuen House Lift Tower","山泉樓升降機塔","Pok Chuen Street, Sha Tin, N.T.","新界沙田博泉街","34-17184","2012",2017-08-10,2027-08-09,"","833873","22.34095","114.15362","822431"
"Carpark No. 4, Shui Chuen O Estate","水泉澳邨四號停車場","Pok Chuen Street, Sha Tin, N.T.","新界沙田博泉街","34-01979","2012",2017-08-10,2027-08-09,"","838349","22.3731","114.19708","825991"
"Proposed House Development (Recreational Facilities)","Proposed House Development (Recreational Facilities)","Kwun Fat Street, Tuen Mun, N.T.","新界屯門冠發街","34-06908","2012",2017-08-14,2027-08-13,"","837759","22.28356","114.19135","816075"
"The Wings IIIB (Tower 1A & 1B)","天晉IIIB(第1A座及第1B座)","19 Chi Shin Street, Tseung Kwan O, N.T.","新界將軍澳至善街19號","34-06944","2012",2017-08-21,2027-08-20,"","844791","22.30448","114.25959","818394"
"The Wings IIIB (Residential Carpark)","天晉IIIB(停車場)","19 Chi Shin Street, Tseung Kwan O, N.T.","新界將軍澳至善街19號","34-17803","2012",2017-08-21,2027-08-20,"","841855","22.31276","114.23109","819310"
"Shin Leung House, Long Shin Estate","朗善邨 善良樓","11 Yau Shin Street, Yuen Long, N.T.","新界元朗友善街11號","34-06441","2012",2017-08-22,2027-08-21,"","822742","22.4424","114.04548","833670"
"Shin Oi House, Long Shin Estate","朗善邨 善愛樓","11 Yau Shin Street, Yuen Long, N.T.","新界元朗友善街11號","34-06442","2012",2017-08-22,2027-08-21,"","822711","22.44175","114.04517","833598"
"Shin Yung House, Long Shin Estate","朗善邨 善勇樓","12 Yau Shin Street, Yuen Long, N.T.","新界元朗友善街12號","34-06443","2012",2017-08-22,2027-08-21,"","822625","22.44166","114.04434","833588"
"Long Shin Shopping Centre","朗善商場","11 Yau Shin Street, Yuen Long, N.T.","新界元朗友善街11號","34-11126","2012",2017-08-22,2027-08-21,"","822686","22.44223","114.04494","833652"
"Harmony","逸園","No. 44 Stubbs Road, Wan Chai, Hong Kong","香港灣仔司徒拔道44號","34-10948","2012 (Rev.1)",2017-08-22,2027-08-21,"","833348","22.2632","114.14854","813821"
"Sung Chuen House","崇泉樓","1 Pok Chuen Street, Sha Tin, N.T.","新界沙田博泉街1號","34-01976","2012",2017-08-29,2027-08-28,"","838578","22.37144","114.19931","825806"
"Tsun Chuen House","峻泉樓","1 Pok Chuen Street, Sha Tin, N.T.","新界沙田博泉街1號","34-01978","2012",2017-08-29,2027-08-28,"","838578","22.37144","114.19931","825806"
"Aura on Pennington","亨環","66 Jardine's Bazaar, Causeway Bay, Hong Kong","香港銅鑼灣渣甸街66號","34-15860","2012 (Rev.1)",2017-09-11,2027-09-10,"","841190","22.28503","114.22463","816239"
"Proposed Industrial Building","擬建工業大廈","19 Kiu Wong Street, Kiu Tau Wai, Yuen Long, N.T.","新界元朗橋頭圍橋旺街19號","34-17357","2012 (Rev.1)",2017-09-13,2027-09-12,"","814738","22.39738","113.96778","828695"
"New Extended Building at Royal Hong Kong Yacht Club","香港遊艇會─新擴建建築物","Royal Hong Kong Yacht Club, Kellett Island, Causeway Bay, Hong Kong","香港銅鑼灣奇力島香港遊艇會","34-15760","2012 (Rev.1)",2017-09-18,2027-09-17,"","836842","22.28432","114.18244","816160"
"Stage 5 East Wing Extension, Royal Hong Kong Yacht Club","香港遊艇會─第五期東翼大樓擴建","Royal Hong Kong Yacht Club, Kellett Island, Causeway Bay, Hong Kong","香港銅鑼灣奇力島香港遊艇會","34-16628","2012 (Rev.1)",2017-09-18,2027-09-17,"","836842","22.28432","114.18244","816160"
"Wang Fu Court","宏富苑","Wang Yip Street West, Yuen Long, N.T.","新界元朗宏業西街29號","34-15761","2012 (Rev.1)",2017-09-26,2027-09-25,"","820958","22.45061","114.02813","834581"
"Parker 33","柏匯","19-35 Shing On Street, Sai Wan Ho, Hong Kong","香港西灣河成安街19-35號","34-07890","2012",2017-09-27,2027-09-26,"","840817","22.28152","114.22101","815850"
"Heya Crystal - Podium","喜薈–平台","399 Castle Peak Road, Sham Shui Po, Kowloon","九龍深水埗青山道399號","34-01629","2012",2017-09-29,2027-09-28,"","833987","22.33932","114.15473","822250"
"CAPRI (Tower 1)","CAPRI (Tower 1)","33 Tong Yin Street, Tseung Kwan O, N.T.","新界將軍澳唐賢街33號","34-11036","2012 (Rev.1)",2017-10-10,2027-10-09,"","844577","22.30187","114.25751","818105"
"CAPRI (Tower 2)","CAPRI (Tower 2)","33 Tong Yin Street, Tseung Kwan O, N.T.","新界將軍澳唐賢街33號","34-11037","2012 (Rev.1)",2017-10-10,2027-10-09,"","844577","22.30205","114.25751","818125"
"CAPRI (Tower 3)","CAPRI (Tower 3)","33 Tong Yin Street, Tseung Kwan O, N.T.","新界將軍澳唐賢街33號","34-11038","2012 (Rev.1)",2017-10-10,2027-10-09,"","844577","22.30222","114.25751","818144"
"CAPRI (Tower 5)","CAPRI (Tower 5)","33 Tong Yin Street, Tseung Kwan O, N.T.","新界將軍澳唐賢街33號","34-11039","2012 (Rev.1)",2017-10-10,2027-10-09,"","844574","22.30245","114.25748","818169"
"CAPRI (Tower 6)","CAPRI (Tower 6)","33 Tong Yin Street, Tseung Kwan O, N.T.","新界將軍澳唐賢街33號","34-11040","2012 (Rev.1)",2017-10-10,2027-10-09,"","844573","22.30271","114.25748","818198"
"CAPRI (Tower 7)","CAPRI (Tower 7)","33 Tong Yin Street, Tseung Kwan O, N.T.","新界將軍澳唐賢街33號","34-11041","2012 (Rev.1)",2017-10-10,2027-10-09,"","844577","22.30296","114.25751","818226"
"CAPRI (Tower 8)","CAPRI (Tower 8)","33 Tong Yin Street, Tseung Kwan O, N.T.","新界將軍澳唐賢街33號","34-11042","2012 (Rev.1)",2017-10-10,2027-10-09,"","844569","22.30316","114.25743","818248"
"CAPRI (Tower 9)","CAPRI (Tower 9)","33 Tong Yin Street, Tseung Kwan O, N.T.","新界將軍澳唐賢街33號","34-11043","2012 (Rev.1)",2017-10-10,2027-10-09,"","844542","22.30316","114.25717","818247"
"CAPRI (Tower 10 & 10A)","CAPRI (Tower 10 & 10A)","33 Tong Yin Street, Tseung Kwan O, N.T.","新界將軍澳唐賢街33號","34-11044","2012 (Rev.1)",2017-10-10,2027-10-09,"","844511","22.30316","114.25687","818248"
"CAPRI (Club House)","CAPRI (Club House)","33 Tong Yin Street, Tseung Kwan O, N.T.","新界將軍澳唐賢街33號","34-11045","2012 (Rev.1)",2017-10-10,2027-10-09,"","844558","22.30168","114.25733","818084"
"Mantin Heights (Tower 1)","皓畋(第一座)","28 Sheung Shing Street, Ho Man Tin, Kowloon","九龍何文田常盛街28號","34-16384","2012 (Rev.1)",2017-10-10,2027-10-09,"","814796","22.39802","113.96835","828764"
"Mantin Heights (Tower 2)","皓畋(第二座)","28 Sheung Shing Street, Ho Man Tin, Kowloon","九龍何文田常盛街28號","34-16385","2012 (Rev.1)",2017-10-10,2027-10-09,"","814796","22.39802","113.96835","828764"
"Mantin Heights (Tower 3)","皓畋(第三座)","28 Sheung Shing Street, Ho Man Tin, Kowloon","九龍何文田常盛街28號","34-16386","2012 (Rev.1)",2017-10-10,2027-10-09,"","814796","22.39802","113.96835","828764"
"Mantin Heights (Tower 5)","皓畋(第五座)","28 Sheung Shing Street, Ho Man Tin, Kowloon","九龍何文田常盛街28號","34-16387","2012 (Rev.1)",2017-10-10,2027-10-09,"","814796","22.39802","113.96835","828764"
"Mantin Heights (Tower 6)","皓畋(第六座)","28 Sheung Shing Street, Ho Man Tin, Kowloon","九龍何文田常盛街28號","34-16391","2012 (Rev.1)",2017-10-10,2027-10-09,"","814796","22.39802","113.96835","828764"
"Mantin Heights (Tower 7)","皓畋(第七座)","28 Sheung Shing Street, Ho Man Tin, Kowloon","九龍何文田常盛街28號","34-16392","2012 (Rev.1)",2017-10-10,2027-10-09,"","814796","22.39802","113.96835","828764"
"Mantin Heights (Tower 8)","皓畋(第八座)","28 Sheung Shing Street, Ho Man Tin, Kowloon","九龍何文田常盛街28號","34-16393","2012 (Rev.1)",2017-10-10,2027-10-09,"","814796","22.39802","113.96835","828764"
"Mantin Heights (Tower 9)","皓畋(第九座)","28 Sheung Shing Street, Ho Man Tin, Kowloon","九龍何文田常盛街28號","34-16394","2012 (Rev.1)",2017-10-10,2027-10-09,"","814796","22.39802","113.96835","828764"
"Mantin Heights (Tower 10)","皓畋(第十座)","28 Sheung Shing Street, Ho Man Tin, Kowloon","九龍何文田常盛街28號","34-16395","2012 (Rev.1)",2017-10-10,2027-10-09,"","814796","22.39802","113.96835","828764"
"Mantin Heights (Clubhouse)","皓畋(會所)","28 Sheung Shing Street, Ho Man Tin, Kowloon","九龍何文田常盛街28號","34-16396","2012 (Rev.1)",2017-10-10,2027-10-09,"","843813","22.43043","114.25017","832341"
"Tsing Yi Southwest Leisure Building","青衣西南康體大樓","70 Chung Mei Road, Tsing Yi, N.T.","新界青衣涌美路70號","34-05872","2012",2017-10-17,2027-10-16,"","828566","22.35146","114.1021","823596"
"The Staunton Suites","The Staunton Suites","No. 22 Staunton Street, Central, Hong Kong","香港中環士丹頓街22號","34-16078","2012 (Rev.1)",2017-10-19,2027-10-18,"","833777","22.28192","114.15271","815893"
"Park Yoho (Basement Phase 1B-1)","Park Yoho (Basement Phase 1B-1)","18 Castle Peak Road Tam Mi, Sha Po, Kam Tin, Yuen Long, N.T.","新界元朗錦田沙埔青山公路潭尾段18號","34-17804","2012 (Rev.1)",2017-10-24,2027-10-23,"","823597","22.44997","114.05377","834508"
"Park Yoho (Tower 12)","Park Yoho (Tower 12)","18 Castle Peak Road Tam Mi, Sha Po, Kam Tin, Yuen Long, N.T.","新界元朗錦田沙埔青山公路潭尾段18號","34-06941","2012 (Rev.1)",2017-10-24,2027-10-23,"","823634","22.45159","114.05413","834688"
"Park Yoho (Tower 15)","Park Yoho (Tower 15)","18 Castle Peak Road Tam Mi, Sha Po, Kam Tin, Yuen Long, N.T.","新界元朗錦田沙埔青山公路潭尾段18號","34-06829","2012 (Rev.1)",2017-10-24,2027-10-23,"","823635","22.4514","114.05414","834667"
"Park Yoho (Tower 16)","Park Yoho (Tower 16)","18 Castle Peak Road Tam Mi, Sha Po, Kam Tin, Yuen Long, N.T.","新界元朗錦田沙埔青山公路潭尾段18號","34-06943","2012 (Rev.1)",2017-10-24,2027-10-23,"","823635","22.45102","114.05414","834625"
"Park Yoho (Tower 17)","Park Yoho (Tower 17)","18 Castle Peak Road Tam Mi, Sha Po, Kam Tin, Yuen Long, N.T.","新界元朗錦田沙埔青山公路潭尾段18號","34-06942","2012 (Rev.1)",2017-10-24,2027-10-23,"","823637","22.45062","114.05416","834580"
"Park Yoho (Tower 18)","Park Yoho (Tower 18)","18 Castle Peak Road Tam Mi, Sha Po, Kam Tin, Yuen Long, N.T.","新界元朗錦田沙埔青山公路潭尾段18號","34-06940","2012 (Rev.1)",2017-10-24,2027-10-23,"","823660","22.45064","114.05438","834582"
"Park Yoho (Tower 19)","Park Yoho (Tower 19)","18 Castle Peak Road Tam Mi, Sha Po, Kam Tin, Yuen Long, N.T.","新界元朗錦田沙埔青山公路潭尾段18號","34-06939","2012 (Rev.1)",2017-10-24,2027-10-23,"","823698","22.45065","114.05476","834583"
"Park Yoho (Tower 20)","Park Yoho (Tower 20)","18 Castle Peak Road Tam Mi, Sha Po, Kam Tin, Yuen Long, N.T.","新界元朗錦田沙埔青山公路潭尾段18號","34-06928","2012 (Rev.1)",2017-10-24,2027-10-23,"","823755","22.4506","114.05531","834578"
"Park Yoho (Tower 21)","Park Yoho (Tower 21)","18 Castle Peak Road Tam Mi, Sha Po, Kam Tin, Yuen Long, N.T.","新界元朗錦田沙埔青山公路潭尾段18號","34-06831","2012 (Rev.1)",2017-10-24,2027-10-23,"","823777","22.45064","114.05552","834582"
"Park Yoho (Tower 22)","Park Yoho (Tower 22)","18 Castle Peak Road Tam Mi, Sha Po, Kam Tin, Yuen Long, N.T.","新界元朗錦田沙埔青山公路潭尾段18號","34-06830","2012 (Rev.1)",2017-10-24,2027-10-23,"","823816","22.45065","114.0559","834583"
"Park Yoho (Tower 23)","Park Yoho (Tower 23)","18 Castle Peak Road Tam Mi, Sha Po, Kam Tin, Yuen Long, N.T.","新界元朗錦田沙埔青山公路潭尾段18號","34-06828","2012 (Rev.1)",2017-10-24,2027-10-23,"","823823","22.45084","114.05597","834605"
"Park Yoho (Tower 25)","Park Yoho (Tower 25)","18 Castle Peak Road Tam Mi, Sha Po, Kam Tin, Yuen Long, N.T.","新界元朗錦田沙埔青山公路潭尾段18號","34-06933","2012 (Rev.1)",2017-10-24,2027-10-23,"","823823","22.45124","114.05597","834648"
"Park Yoho (Tower 26)","Park Yoho (Tower 26)","18 Castle Peak Road Tam Mi, Sha Po, Kam Tin, Yuen Long, N.T.","新界元朗錦田沙埔青山公路潭尾段18號","34-06932","2012 (Rev.1)",2017-10-24,2027-10-23,"","823822","22.45163","114.05596","834691"
"Park Yoho (Tower 27)","Park Yoho (Tower 27)","18 Castle Peak Road Tam Mi, Sha Po, Kam Tin, Yuen Long, N.T.","新界元朗錦田沙埔青山公路潭尾段18號","34-06935","2012 (Rev.1)",2017-10-24,2027-10-23,"","823796","22.4516","114.05571","834688"
"Park Yoho (Tower 28)","Park Yoho (Tower 28)","18 Castle Peak Road Tam Mi, Sha Po, Kam Tin, Yuen Long, N.T.","新界元朗錦田沙埔青山公路潭尾段18號","34-06937","2012 (Rev.1)",2017-10-24,2027-10-23,"","823754","22.4516","114.0553","834688"
"Park Yoho (Tower 29)","Park Yoho (Tower 29)","18 Castle Peak Road Tam Mi, Sha Po, Kam Tin, Yuen Long, N.T.","新界元朗錦田沙埔青山公路潭尾段18號","34-06826","2012 (Rev.1)",2017-10-24,2027-10-23,"","823700","22.4516","114.05477","834688"
"Park Yoho (Tower 30)","Park Yoho (Tower 30)","18 Castle Peak Road Tam Mi, Sha Po, Kam Tin, Yuen Long, N.T.","新界元朗錦田沙埔青山公路潭尾段18號","34-06827","2012 (Rev.1)",2017-10-24,2027-10-23,"","823676","22.45159","114.05455","834688"
"Recreational Facilities Building (Club House)","Recreational Facilities Building (Club House)","75 San Tam Road, Ngau Tam Mei, Yuen Long, N.T.","新界元朗牛潭尾新潭路75號","34-07377","2012 (Rev.1)",2017-10-25,2027-10-24,"","819788","22.30906","114.01694","818908"
"Axis","傲形","200 Ma Tau Wai Road, To Kwa Wan, Kowloon","九龍土瓜灣馬頭圍道200號","34-07621","2012 (Rev.1)",2017-10-25,2027-10-24,"","837352","22.31309","114.18739","819345"
"CAPRI (Podium)","CAPRI (Podium)","33 Tong Yin Street, Tseung Kwan O, N.T.","新界將軍澳唐賢街33號","34-11046","2012 (Rev.1)",2017-10-26,2027-10-25,"","835934","22.30317","114.17363","818246"
"One Chinachem Central","華懋中心1期","22 Des Voeux Road Central, Central, Hong Kong","香港中環德輔道中22號","34-07100","2012",2017-10-30,2027-10-29,"","834237","22.28245","114.15716","815952"
"RESIGLOW","RESIGLOW","7A Shan Kwong Road, Happy Valley, Hong Kong","香港跑馬地山光道7A號","34-15850","2012 (Rev.1)",2017-10-31,2027-10-30,"","832396","22.28446","114.1393","816176"
"L'WANCHAI","壹嘉","109 Wanchai Road, Wanchai, Hong Kong","香港灣仔灣仔道109號","34-07616","2012 (Rev.1)",2017-11-08,2027-11-07,"","836109","22.27662","114.17533","815307"
"Ming Tai House (Block 1)","明泰樓 (第一座)","20 On Sau Road, Kwun Tong, Kowloon","九龍觀塘安秀道20號","34-07047","2012",2017-11-08,2027-11-07,"","841556","22.32899","114.2282","821107"
"Chi Tai House (Block 2)","智泰樓 (第二座)","20 On Sau Road, Kwun Tong, Kowloon","九龍觀塘安秀道20號","34-07049","2012",2017-11-08,2027-11-07,"","841642","22.32873","114.22903","821078"
"Mei Ying Court","美盈苑","2 Mei Mun Lane, Sha Tin, N.T.","新界沙田美滿里2號","34-07254","2012 (Rev.1)",2017-11-09,2027-11-08,"","835754","22.37669","114.17188","826388"
"Mei Pak Court","美柏苑","2 Pik Tin Street, Sha Tin, N.T.","新界沙田碧田街2號","34-07255","2012 (Rev.1)",2017-11-09,2027-11-08,"","835910","22.37837","114.1734","826574"
"Disney Explorers Lodge","廸士尼探索家度假酒店","Hong Kong Disneyland Resort, Lantau Island, N.T.","新界大嶼山香港廸士尼樂園度假區","34-10957","2012 (Rev.1)",2017-11-16,2027-11-15,"","815195","22.39556","113.97223","828492"
"ST MORITZ (Apex 1)","雲端 (Apex 1 座)","88 Lai Ping Road, Shatin, N.T.","新界沙田麗坪路88號","34-10890","2012 (Rev.1)",2017-11-17,2027-11-16,"","832168","22.36678","114.13706","825291"
"ST MORITZ (Apex 2)","雲端 (Apex 2 座)","88 Lai Ping Road, Shatin, N.T.","新界沙田麗坪路88號","34-15886","2012 (Rev.1)",2017-11-17,2027-11-16,"","832135","22.36657","114.13675","825268"
"ST MORITZ (Apex 3)","雲端 (Apex 3 座)","88 Lai Ping Road, Shatin, N.T.","新界沙田麗坪路88號","34-15887","2012 (Rev.1)",2017-11-17,2027-11-16,"","838739","22.41498","114.20088","830628"
"Grand Place","譽發廣場","558-560 Nathan Road & Hamilton Street, Mong Kok, Kowloon","九龍旺角咸美頓街及彌敦道558-560號","34-15849","2012 (Rev.1)",2017-11-21,2027-11-20,"","835622","22.31445","114.17061","819496"
"Skypark","Skypark","17 Nelson Street, Mong Kok, Kowloon","九龍旺角奶路臣街17號","34-07139","2012",2017-11-21,2027-11-20,"","835713","22.31898","114.17149","819997"
"Gleneagles Hong Kong Hospital - Podium (Basement 1 to 3/F)","港怡醫院 - 平台(地庫一樓至三樓)","No. 1 Nam Fung Path, Wong Chuk Hang, Hong Kong","香港黃竹坑南風徑1號","34-07937","2012 (Rev.1)",2017-11-22,2027-11-21,"","836205","22.25212","114.17626","812593"
"Tower 1 of Proposed Development at Yuen Long On Ning Road / Tai Kiu Road / On Lok Road","元朗安寧路/大橋路/安樂路發展項目第一座","On Ning Road, Tai Kiu Road, On Lok Road, Yuen Long, N.T.","新界元朗安寧路，大橋路，安樂路","34-10899","2012 (Rev.1)",2017-11-27,2027-11-26,"","821361","22.44514","114.03206","833975"
